Away,Away PTS,Home,Home PTS,Home_or_away,Year,Winner
Orlando Magic,103,Atlanta Hawks,96,Away,1996,Orlando Magic
Seattle SuperSonics,114,Houston Rockets,107,Away,1996,Seattle SuperSonics
Chicago Bulls,94,New York Knicks,91,Away,1996,Chicago Bulls
San Antonio Spurs,86,Utah Jazz,101,Home,1996,Utah Jazz
Orlando Magic,99,Atlanta Hawks,104,Home,1996,Atlanta Hawks
New York Knicks,81,Chicago Bulls,94,Home,1996,Chicago Bulls
Utah Jazz,87,San Antonio Spurs,98,Home,1996,San Antonio Spurs
Atlanta Hawks,88,Orlando Magic,96,Home,1996,Orlando Magic
San Antonio Spurs,81,Utah Jazz,108,Home,1996,Utah Jazz
Utah Jazz,72,Seattle SuperSonics,102,Home,1996,Seattle SuperSonics
Orlando Magic,83,Chicago Bulls,121,Home,1996,Chicago Bulls
Utah Jazz,87,Seattle SuperSonics,91,Home,1996,Seattle SuperSonics
Orlando Magic,88,Chicago Bulls,93,Home,1996,Chicago Bulls
Seattle SuperSonics,76,Utah Jazz,96,Home,1996,Utah Jazz
Chicago Bulls,86,Orlando Magic,67,Away,1996,Chicago Bulls
Seattle SuperSonics,88,Utah Jazz,86,Away,1996,Seattle SuperSonics
Chicago Bulls,106,Orlando Magic,101,Away,1996,Chicago Bulls
Utah Jazz,98,Seattle SuperSonics,95,Away,1996,Utah Jazz
Seattle SuperSonics,83,Utah Jazz,118,Home,1996,Utah Jazz
Utah Jazz,86,Seattle SuperSonics,90,Home,1996,Seattle SuperSonics
Seattle SuperSonics,90,Chicago Bulls,107,Home,1996,Chicago Bulls
Seattle SuperSonics,88,Chicago Bulls,92,Home,1996,Chicago Bulls
Chicago Bulls,108,Seattle SuperSonics,86,Away,1996,Chicago Bulls
Chicago Bulls,86,Seattle SuperSonics,107,Home,1996,Seattle SuperSonics
Chicago Bulls,78,Seattle SuperSonics,89,Home,1996,Seattle SuperSonics
Seattle SuperSonics,75,Chicago Bulls,87,Home,1996,Chicago Bulls
Orlando Magic,64,Miami Heat,99,Home,1997,Miami Heat
Minnesota Timberwolves,95,Houston Rockets,112,Home,1997,Houston Rockets
Los Angeles Clippers,86,Utah Jazz,106,Home,1997,Utah Jazz
Charlotte Hornets,99,New York Knicks,109,Home,1997,New York Knicks
Detroit Pistons,75,Atlanta Hawks,89,Home,1997,Atlanta Hawks
Phoenix Suns,106,Seattle SuperSonics,101,Away,1997,Phoenix Suns
Portland Trail Blazers,77,Los Angeles Lakers,95,Home,1997,Los Angeles Lakers
Washington Bullets,86,Chicago Bulls,98,Home,1997,Chicago Bulls
Minnesota Timberwolves,84,Houston Rockets,96,Home,1997,Houston Rockets
Charlotte Hornets,93,New York Knicks,100,Home,1997,New York Knicks
Los Angeles Clippers,99,Utah Jazz,105,Home,1997,Utah Jazz
Detroit Pistons,93,Atlanta Hawks,80,Away,1997,Detroit Pistons
Washington Bullets,104,Chicago Bulls,109,Home,1997,Chicago Bulls
Portland Trail Blazers,93,Los Angeles Lakers,107,Home,1997,Los Angeles Lakers
Orlando Magic,87,Miami Heat,104,Home,1997,Miami Heat
Phoenix Suns,78,Seattle SuperSonics,122,Home,1997,Seattle SuperSonics
New York Knicks,104,Charlotte Hornets,95,Away,1997,New York Knicks
Utah Jazz,104,Los Angeles Clippers,92,Away,1997,Utah Jazz
Seattle SuperSonics,103,Phoenix Suns,110,Home,1997,Phoenix Suns
Houston Rockets,125,Minnesota Timberwolves,120,Away,1997,Houston Rockets
Miami Heat,75,Orlando Magic,88,Home,1997,Orlando Magic
Atlanta Hawks,91,Detroit Pistons,99,Home,1997,Detroit Pistons
Los Angeles Lakers,90,Portland Trail Blazers,98,Home,1997,Portland Trail Blazers
Chicago Bulls,96,Washington Bullets,95,Away,1997,Chicago Bulls
Miami Heat,91,Orlando Magic,99,Home,1997,Orlando Magic
Seattle SuperSonics,122,Phoenix Suns,115,Away,1997,Seattle SuperSonics
Atlanta Hawks,94,Detroit Pistons,82,Away,1997,Atlanta Hawks
Los Angeles Lakers,95,Portland Trail Blazers,91,Away,1997,Los Angeles Lakers
Phoenix Suns,92,Seattle SuperSonics,116,Home,1997,Seattle SuperSonics
Detroit Pistons,79,Atlanta Hawks,84,Home,1997,Atlanta Hawks
Orlando Magic,83,Miami Heat,91,Home,1997,Miami Heat
Los Angeles Lakers,77,Utah Jazz,93,Home,1997,Utah Jazz
Seattle SuperSonics,102,Houston Rockets,112,Home,1997,Houston Rockets
Atlanta Hawks,97,Chicago Bulls,100,Home,1997,Chicago Bulls
Los Angeles Lakers,101,Utah Jazz,103,Home,1997,Utah Jazz
New York Knicks,88,Miami Heat,79,Away,1997,New York Knicks
Seattle SuperSonics,106,Houston Rockets,101,Away,1997,Seattle SuperSonics
Atlanta Hawks,103,Chicago Bulls,95,Away,1997,Atlanta Hawks
Utah Jazz,84,Los Angeles Lakers,104,Home,1997,Los Angeles Lakers
New York Knicks,84,Miami Heat,88,Home,1997,Miami Heat
Houston Rockets,97,Seattle SuperSonics,93,Away,1997,Houston Rockets
Chicago Bulls,100,Atlanta Hawks,80,Away,1997,Chicago Bulls
Utah Jazz,110,Los Angeles Lakers,95,Away,1997,Utah Jazz
Chicago Bulls,89,Atlanta Hawks,80,Away,1997,Chicago Bulls
Miami Heat,73,New York Knicks,77,Home,1997,New York Knicks
Houston Rockets,110,Seattle SuperSonics,106,Away,1997,Houston Rockets
Miami Heat,76,New York Knicks,89,Home,1997,New York Knicks
Los Angeles Lakers,93,Utah Jazz,98,Home,1997,Utah Jazz
Atlanta Hawks,92,Chicago Bulls,107,Home,1997,Chicago Bulls
Seattle SuperSonics,100,Houston Rockets,94,Away,1997,Seattle SuperSonics
New York Knicks,81,Miami Heat,96,Home,1997,Miami Heat
Houston Rockets,96,Seattle SuperSonics,99,Home,1997,Seattle SuperSonics
Miami Heat,95,New York Knicks,90,Away,1997,Miami Heat
Seattle SuperSonics,91,Houston Rockets,96,Home,1997,Houston Rockets
New York Knicks,90,Miami Heat,101,Home,1997,Miami Heat
Houston Rockets,86,Utah Jazz,101,Home,1997,Utah Jazz
Miami Heat,77,Chicago Bulls,84,Home,1997,Chicago Bulls
Houston Rockets,92,Utah Jazz,104,Home,1997,Utah Jazz
Miami Heat,68,Chicago Bulls,75,Home,1997,Chicago Bulls
Utah Jazz,100,Houston Rockets,118,Home,1997,Houston Rockets
Chicago Bulls,98,Miami Heat,74,Away,1997,Chicago Bulls
Utah Jazz,92,Houston Rockets,95,Home,1997,Houston Rockets
Chicago Bulls,80,Miami Heat,87,Home,1997,Miami Heat
Houston Rockets,91,Utah Jazz,96,Home,1997,Utah Jazz
Miami Heat,87,Chicago Bulls,100,Home,1997,Chicago Bulls
Utah Jazz,103,Houston Rockets,100,Away,1997,Utah Jazz
Utah Jazz,82,Chicago Bulls,84,Home,1997,Chicago Bulls
Utah Jazz,85,Chicago Bulls,97,Home,1997,Chicago Bulls
Chicago Bulls,93,Utah Jazz,104,Home,1997,Utah Jazz
Chicago Bulls,73,Utah Jazz,78,Home,1997,Utah Jazz
Chicago Bulls,90,Utah Jazz,88,Away,1997,Chicago Bulls
Utah Jazz,86,Chicago Bulls,90,Home,1997,Chicago Bulls
Cleveland Cavaliers,77,Indiana Pacers,106,Home,1998,Indiana Pacers
Atlanta Hawks,87,Charlotte Hornets,97,Home,1998,Charlotte Hornets
Houston Rockets,103,Utah Jazz,90,Away,1998,Houston Rockets
San Antonio Spurs,102,Phoenix Suns,96,Away,1998,San Antonio Spurs
New Jersey Nets,93,Chicago Bulls,96,Home,1998,Chicago Bulls
Minnesota Timberwolves,83,Seattle SuperSonics,108,Home,1998,Seattle SuperSonics
New York Knicks,79,Miami Heat,94,Home,1998,Miami Heat
Portland Trail Blazers,102,Los Angeles Lakers,104,Home,1998,Los Angeles Lakers
Atlanta Hawks,85,Charlotte Hornets,92,Home,1998,Charlotte Hornets
Cleveland Cavaliers,86,Indiana Pacers,92,Home,1998,Indiana Pacers
San Antonio Spurs,101,Phoenix Suns,108,Home,1998,Phoenix Suns
Houston Rockets,90,Utah Jazz,105,Home,1998,Utah Jazz
New Jersey Nets,91,Chicago Bulls,96,Home,1998,Chicago Bulls
Portland Trail Blazers,99,Los Angeles Lakers,108,Home,1998,Los Angeles Lakers
New York Knicks,96,Miami Heat,86,Away,1998,New York Knicks
Minnesota Timberwolves,98,Seattle SuperSonics,93,Away,1998,Minnesota Timberwolves
Indiana Pacers,77,Cleveland Cavaliers,86,Home,1998,Cleveland Cavaliers
Phoenix Suns,88,San Antonio Spurs,100,Home,1998,San Antonio Spurs
Los Angeles Lakers,94,Portland Trail Blazers,99,Home,1998,Portland Trail Blazers
Seattle SuperSonics,90,Minnesota Timberwolves,98,Home,1998,Minnesota Timberwolves
Miami Heat,91,New York Knicks,85,Away,1998,Miami Heat
Charlotte Hornets,64,Atlanta Hawks,96,Home,1998,Atlanta Hawks
Utah Jazz,85,Houston Rockets,89,Home,1998,Houston Rockets
Chicago Bulls,116,New Jersey Nets,101,Away,1998,Chicago Bulls
Phoenix Suns,80,San Antonio Spurs,99,Home,1998,San Antonio Spurs
Indiana Pacers,80,Cleveland Cavaliers,74,Away,1998,Indiana Pacers
Seattle SuperSonics,92,Minnesota Timberwolves,88,Away,1998,Seattle SuperSonics
Miami Heat,85,New York Knicks,90,Home,1998,New York Knicks
Los Angeles Lakers,110,Portland Trail Blazers,99,Away,1998,Los Angeles Lakers
Charlotte Hornets,91,Atlanta Hawks,82,Away,1998,Charlotte Hornets
Utah Jazz,93,Houston Rockets,71,Away,1998,Utah Jazz
Minnesota Timberwolves,84,Seattle SuperSonics,97,Home,1998,Seattle SuperSonics
Charlotte Hornets,70,Chicago Bulls,83,Home,1998,Chicago Bulls
New York Knicks,98,Miami Heat,81,Away,1998,New York Knicks
Houston Rockets,70,Utah Jazz,84,Home,1998,Utah Jazz
Los Angeles Lakers,92,Seattle SuperSonics,106,Home,1998,Seattle SuperSonics
San Antonio Spurs,82,Utah Jazz,83,Home,1998,Utah Jazz
New York Knicks,83,Indiana Pacers,93,Home,1998,Indiana Pacers
Charlotte Hornets,78,Chicago Bulls,76,Away,1998,Charlotte Hornets
Los Angeles Lakers,92,Seattle SuperSonics,68,Away,1998,Los Angeles Lakers
New York Knicks,77,Indiana Pacers,85,Home,1998,Indiana Pacers
San Antonio Spurs,106,Utah Jazz,109,Home,1998,Utah Jazz
Chicago Bulls,103,Charlotte Hornets,89,Away,1998,Chicago Bulls
Seattle SuperSonics,103,Los Angeles Lakers,119,Home,1998,Los Angeles Lakers
Indiana Pacers,76,New York Knicks,83,Home,1998,New York Knicks
Utah Jazz,64,San Antonio Spurs,86,Home,1998,San Antonio Spurs
Chicago Bulls,94,Charlotte Hornets,80,Away,1998,Chicago Bulls
Seattle SuperSonics,100,Los Angeles Lakers,112,Home,1998,Los Angeles Lakers
Indiana Pacers,118,New York Knicks,107,Away,1998,Indiana Pacers
Utah Jazz,82,San Antonio Spurs,73,Away,1998,Utah Jazz
Los Angeles Lakers,110,Seattle SuperSonics,95,Away,1998,Los Angeles Lakers
San Antonio Spurs,77,Utah Jazz,87,Home,1998,Utah Jazz
New York Knicks,88,Indiana Pacers,99,Home,1998,Indiana Pacers
Charlotte Hornets,84,Chicago Bulls,93,Home,1998,Chicago Bulls
Los Angeles Lakers,77,Utah Jazz,112,Home,1998,Utah Jazz
Indiana Pacers,79,Chicago Bulls,85,Home,1998,Chicago Bulls
Los Angeles Lakers,95,Utah Jazz,99,Home,1998,Utah Jazz
Indiana Pacers,98,Chicago Bulls,104,Home,1998,Chicago Bulls
Utah Jazz,109,Los Angeles Lakers,98,Away,1998,Utah Jazz
Chicago Bulls,105,Indiana Pacers,107,Home,1998,Indiana Pacers
Utah Jazz,96,Los Angeles Lakers,92,Away,1998,Utah Jazz
Chicago Bulls,94,Indiana Pacers,96,Home,1998,Indiana Pacers
Indiana Pacers,87,Chicago Bulls,106,Home,1998,Chicago Bulls
Chicago Bulls,89,Indiana Pacers,92,Home,1998,Indiana Pacers
Indiana Pacers,83,Chicago Bulls,88,Home,1998,Chicago Bulls
Chicago Bulls,85,Utah Jazz,88,Home,1998,Utah Jazz
Chicago Bulls,93,Utah Jazz,88,Away,1998,Chicago Bulls
Utah Jazz,54,Chicago Bulls,96,Home,1998,Chicago Bulls
Utah Jazz,82,Chicago Bulls,86,Home,1998,Chicago Bulls
Utah Jazz,83,Chicago Bulls,81,Away,1998,Utah Jazz
Chicago Bulls,87,Utah Jazz,86,Away,1998,Chicago Bulls
New York Knicks,95,Miami Heat,75,Away,1999,New York Knicks
Detroit Pistons,70,Atlanta Hawks,90,Home,1999,Atlanta Hawks
Sacramento Kings,87,Utah Jazz,117,Home,1999,Utah Jazz
Phoenix Suns,85,Portland Trail Blazers,95,Home,1999,Portland Trail Blazers
Milwaukee Bucks,88,Indiana Pacers,110,Home,1999,Indiana Pacers
Houston Rockets,100,Los Angeles Lakers,101,Home,1999,Los Angeles Lakers
Philadelphia 76ers,104,Orlando Magic,90,Away,1999,Philadelphia 76ers
Minnesota Timberwolves,86,San Antonio Spurs,99,Home,1999,San Antonio Spurs
Detroit Pistons,69,Atlanta Hawks,89,Home,1999,Atlanta Hawks
New York Knicks,73,Miami Heat,83,Home,1999,Miami Heat
Phoenix Suns,99,Portland Trail Blazers,110,Home,1999,Portland Trail Blazers
Sacramento Kings,101,Utah Jazz,90,Away,1999,Sacramento Kings
Milwaukee Bucks,107,Indiana Pacers,108,Home,1999,Indiana Pacers
Houston Rockets,98,Los Angeles Lakers,110,Home,1999,Los Angeles Lakers
Philadelphia 76ers,68,Orlando Magic,79,Home,1999,Orlando Magic
Minnesota Timberwolves,80,San Antonio Spurs,71,Away,1999,Minnesota Timberwolves
Portland Trail Blazers,103,Phoenix Suns,93,Away,1999,Portland Trail Blazers
Utah Jazz,81,Sacramento Kings,84,Home,1999,Sacramento Kings
Miami Heat,73,New York Knicks,97,Home,1999,New York Knicks
Atlanta Hawks,63,Detroit Pistons,79,Home,1999,Detroit Pistons
Los Angeles Lakers,88,Houston Rockets,102,Home,1999,Houston Rockets
Indiana Pacers,99,Milwaukee Bucks,91,Away,1999,Indiana Pacers
San Antonio Spurs,85,Minnesota Timberwolves,71,Away,1999,San Antonio Spurs
Orlando Magic,85,Philadelphia 76ers,97,Home,1999,Philadelphia 76ers
Atlanta Hawks,82,Detroit Pistons,103,Home,1999,Detroit Pistons
Miami Heat,87,New York Knicks,72,Away,1999,Miami Heat
Utah Jazz,90,Sacramento Kings,89,Away,1999,Utah Jazz
Los Angeles Lakers,98,Houston Rockets,88,Away,1999,Los Angeles Lakers
San Antonio Spurs,92,Minnesota Timberwolves,85,Away,1999,San Antonio Spurs
Orlando Magic,91,Philadelphia 76ers,101,Home,1999,Philadelphia 76ers
Detroit Pistons,75,Atlanta Hawks,87,Home,1999,Atlanta Hawks
New York Knicks,78,Miami Heat,77,Away,1999,New York Knicks
Sacramento Kings,92,Utah Jazz,99,Home,1999,Utah Jazz
Philadelphia 76ers,90,Indiana Pacers,94,Home,1999,Indiana Pacers
Los Angeles Lakers,81,San Antonio Spurs,87,Home,1999,San Antonio Spurs
New York Knicks,100,Atlanta Hawks,92,Away,1999,New York Knicks
Portland Trail Blazers,83,Utah Jazz,93,Home,1999,Utah Jazz
Philadelphia 76ers,82,Indiana Pacers,85,Home,1999,Indiana Pacers
Los Angeles Lakers,76,San Antonio Spurs,79,Home,1999,San Antonio Spurs
New York Knicks,77,Atlanta Hawks,70,Away,1999,New York Knicks
Portland Trail Blazers,84,Utah Jazz,81,Away,1999,Portland Trail Blazers
Indiana Pacers,97,Philadelphia 76ers,86,Away,1999,Indiana Pacers
San Antonio Spurs,103,Los Angeles Lakers,91,Away,1999,San Antonio Spurs
Utah Jazz,87,Portland Trail Blazers,97,Home,1999,Portland Trail Blazers
San Antonio Spurs,118,Los Angeles Lakers,107,Away,1999,San Antonio Spurs
Atlanta Hawks,78,New York Knicks,90,Home,1999,New York Knicks
Indiana Pacers,89,Philadelphia 76ers,86,Away,1999,Indiana Pacers
Utah Jazz,75,Portland Trail Blazers,81,Home,1999,Portland Trail Blazers
Atlanta Hawks,66,New York Knicks,79,Home,1999,New York Knicks
Portland Trail Blazers,71,Utah Jazz,88,Home,1999,Utah Jazz
Utah Jazz,80,Portland Trail Blazers,92,Home,1999,Portland Trail Blazers
Portland Trail Blazers,76,San Antonio Spurs,80,Home,1999,San Antonio Spurs
New York Knicks,93,Indiana Pacers,90,Away,1999,New York Knicks
Portland Trail Blazers,85,San Antonio Spurs,86,Home,1999,San Antonio Spurs
New York Knicks,86,Indiana Pacers,88,Home,1999,Indiana Pacers
San Antonio Spurs,85,Portland Trail Blazers,63,Away,1999,San Antonio Spurs
Indiana Pacers,91,New York Knicks,92,Home,1999,New York Knicks
San Antonio Spurs,94,Portland Trail Blazers,80,Away,1999,San Antonio Spurs
Indiana Pacers,90,New York Knicks,78,Away,1999,Indiana Pacers
New York Knicks,101,Indiana Pacers,94,Away,1999,New York Knicks
Indiana Pacers,82,New York Knicks,90,Home,1999,New York Knicks
New York Knicks,77,San Antonio Spurs,89,Home,1999,San Antonio Spurs
New York Knicks,67,San Antonio Spurs,80,Home,1999,San Antonio Spurs
San Antonio Spurs,81,New York Knicks,89,Home,1999,New York Knicks
San Antonio Spurs,96,New York Knicks,89,Away,1999,San Antonio Spurs
San Antonio Spurs,78,New York Knicks,77,Away,1999,San Antonio Spurs
Detroit Pistons,85,Miami Heat,95,Home,2000,Miami Heat
Philadelphia 76ers,92,Charlotte Hornets,82,Away,2000,Philadelphia 76ers
Seattle SuperSonics,93,Utah Jazz,104,Home,2000,Utah Jazz
Phoenix Suns,72,San Antonio Spurs,70,Away,2000,Phoenix Suns
Milwaukee Bucks,85,Indiana Pacers,88,Home,2000,Indiana Pacers
Sacramento Kings,107,Los Angeles Lakers,117,Home,2000,Los Angeles Lakers
Toronto Raptors,88,New York Knicks,92,Home,2000,New York Knicks
Minnesota Timberwolves,88,Portland Trail Blazers,91,Home,2000,Portland Trail Blazers
Philadelphia 76ers,98,Charlotte Hornets,108,Home,2000,Charlotte Hornets
Seattle SuperSonics,87,Utah Jazz,101,Home,2000,Utah Jazz
Detroit Pistons,82,Miami Heat,84,Home,2000,Miami Heat
Phoenix Suns,70,San Antonio Spurs,85,Home,2000,San Antonio Spurs
Toronto Raptors,83,New York Knicks,84,Home,2000,New York Knicks
Minnesota Timberwolves,82,Portland Trail Blazers,86,Home,2000,Portland Trail Blazers
Milwaukee Bucks,104,Indiana Pacers,91,Away,2000,Milwaukee Bucks
Sacramento Kings,89,Los Angeles Lakers,113,Home,2000,Los Angeles Lakers
Charlotte Hornets,76,Philadelphia 76ers,81,Home,2000,Philadelphia 76ers
Utah Jazz,78,Seattle SuperSonics,89,Home,2000,Seattle SuperSonics
San Antonio Spurs,94,Phoenix Suns,101,Home,2000,Phoenix Suns
Miami Heat,91,Detroit Pistons,72,Away,2000,Miami Heat
Indiana Pacers,109,Milwaukee Bucks,96,Away,2000,Indiana Pacers
Portland Trail Blazers,87,Minnesota Timberwolves,94,Home,2000,Minnesota Timberwolves
Los Angeles Lakers,91,Sacramento Kings,99,Home,2000,Sacramento Kings
New York Knicks,87,Toronto Raptors,80,Away,2000,New York Knicks
Indiana Pacers,87,Milwaukee Bucks,100,Home,2000,Milwaukee Bucks
Charlotte Hornets,99,Philadelphia 76ers,105,Home,2000,Philadelphia 76ers
Los Angeles Lakers,88,Sacramento Kings,101,Home,2000,Sacramento Kings
San Antonio Spurs,78,Phoenix Suns,89,Home,2000,Phoenix Suns
Portland Trail Blazers,85,Minnesota Timberwolves,77,Away,2000,Portland Trail Blazers
Utah Jazz,93,Seattle SuperSonics,104,Home,2000,Seattle SuperSonics
Milwaukee Bucks,95,Indiana Pacers,96,Home,2000,Indiana Pacers
Sacramento Kings,86,Los Angeles Lakers,113,Home,2000,Los Angeles Lakers
Seattle SuperSonics,93,Utah Jazz,96,Home,2000,Utah Jazz
Philadelphia 76ers,91,Indiana Pacers,108,Home,2000,Indiana Pacers
Phoenix Suns,77,Los Angeles Lakers,105,Home,2000,Los Angeles Lakers
New York Knicks,83,Miami Heat,87,Home,2000,Miami Heat
Utah Jazz,75,Portland Trail Blazers,94,Home,2000,Portland Trail Blazers
Philadelphia 76ers,97,Indiana Pacers,103,Home,2000,Indiana Pacers
Utah Jazz,85,Portland Trail Blazers,103,Home,2000,Portland Trail Blazers
New York Knicks,82,Miami Heat,76,Away,2000,New York Knicks
Indiana Pacers,97,Philadelphia 76ers,89,Away,2000,Indiana Pacers
Phoenix Suns,96,Los Angeles Lakers,97,Home,2000,Los Angeles Lakers
Portland Trail Blazers,103,Utah Jazz,84,Away,2000,Portland Trail Blazers
Miami Heat,77,New York Knicks,76,Away,2000,Miami Heat
Los Angeles Lakers,105,Phoenix Suns,99,Away,2000,Los Angeles Lakers
Indiana Pacers,90,Philadelphia 76ers,92,Home,2000,Philadelphia 76ers
Portland Trail Blazers,85,Utah Jazz,88,Home,2000,Utah Jazz
Los Angeles Lakers,98,Phoenix Suns,117,Home,2000,Phoenix Suns
Miami Heat,83,New York Knicks,91,Home,2000,New York Knicks
Philadelphia 76ers,107,Indiana Pacers,86,Away,2000,Philadelphia 76ers
Phoenix Suns,65,Los Angeles Lakers,87,Home,2000,Los Angeles Lakers
Utah Jazz,79,Portland Trail Blazers,81,Home,2000,Portland Trail Blazers
New York Knicks,81,Miami Heat,87,Home,2000,Miami Heat
Miami Heat,70,New York Knicks,72,Home,2000,New York Knicks
Indiana Pacers,106,Philadelphia 76ers,90,Away,2000,Indiana Pacers
Portland Trail Blazers,94,Los Angeles Lakers,109,Home,2000,Los Angeles Lakers
New York Knicks,83,Miami Heat,82,Away,2000,New York Knicks
Portland Trail Blazers,106,Los Angeles Lakers,77,Away,2000,Portland Trail Blazers
New York Knicks,88,Indiana Pacers,102,Home,2000,Indiana Pacers
New York Knicks,84,Indiana Pacers,88,Home,2000,Indiana Pacers
Los Angeles Lakers,93,Portland Trail Blazers,91,Away,2000,Los Angeles Lakers
Indiana Pacers,95,New York Knicks,98,Home,2000,New York Knicks
Los Angeles Lakers,103,Portland Trail Blazers,91,Away,2000,Los Angeles Lakers
Indiana Pacers,89,New York Knicks,91,Home,2000,New York Knicks
Portland Trail Blazers,96,Los Angeles Lakers,88,Away,2000,Portland Trail Blazers
New York Knicks,79,Indiana Pacers,88,Home,2000,Indiana Pacers
Indiana Pacers,93,New York Knicks,80,Away,2000,Indiana Pacers
Los Angeles Lakers,93,Portland Trail Blazers,103,Home,2000,Portland Trail Blazers
Portland Trail Blazers,84,Los Angeles Lakers,89,Home,2000,Los Angeles Lakers
Indiana Pacers,87,Los Angeles Lakers,104,Home,2000,Los Angeles Lakers
Indiana Pacers,104,Los Angeles Lakers,111,Home,2000,Los Angeles Lakers
Los Angeles Lakers,91,Indiana Pacers,100,Home,2000,Indiana Pacers
Los Angeles Lakers,120,Indiana Pacers,118,Away,2000,Los Angeles Lakers
Los Angeles Lakers,87,Indiana Pacers,120,Home,2000,Indiana Pacers
Indiana Pacers,111,Los Angeles Lakers,116,Home,2000,Los Angeles Lakers
Indiana Pacers,79,Philadelphia 76ers,78,Away,2001,Indiana Pacers
Dallas Mavericks,86,Utah Jazz,88,Home,2001,Utah Jazz
Minnesota Timberwolves,82,San Antonio Spurs,87,Home,2001,San Antonio Spurs
Charlotte Hornets,106,Miami Heat,80,Away,2001,Charlotte Hornets
Toronto Raptors,85,New York Knicks,92,Home,2001,New York Knicks
Phoenix Suns,86,Sacramento Kings,83,Away,2001,Phoenix Suns
Portland Trail Blazers,93,Los Angeles Lakers,106,Home,2001,Los Angeles Lakers
Orlando Magic,90,Milwaukee Bucks,103,Home,2001,Milwaukee Bucks
Charlotte Hornets,102,Miami Heat,76,Away,2001,Charlotte Hornets
Minnesota Timberwolves,69,San Antonio Spurs,86,Home,2001,San Antonio Spurs
Indiana Pacers,98,Philadelphia 76ers,116,Home,2001,Philadelphia 76ers
Dallas Mavericks,98,Utah Jazz,109,Home,2001,Utah Jazz
Orlando Magic,96,Milwaukee Bucks,103,Home,2001,Milwaukee Bucks
Phoenix Suns,90,Sacramento Kings,116,Home,2001,Sacramento Kings
