Away,Away PTS,Home,Home PTS,Home_or_away,Year,Winner
Portland Trail Blazers,96,Los Angeles Lakers,103,Home,2002,Los Angeles Lakers
New Jersey Nets,85,Indiana Pacers,84,Away,2002,New Jersey Nets
Charlotte Hornets,110,Orlando Magic,100,Away,2002,Charlotte Hornets
Sacramento Kings,90,Utah Jazz,87,Away,2002,Sacramento Kings
San Antonio Spurs,102,Seattle SuperSonics,75,Away,2002,San Antonio Spurs
Detroit Pistons,84,Toronto Raptors,94,Home,2002,Toronto Raptors
Boston Celtics,103,Philadelphia 76ers,108,Home,2002,Philadelphia 76ers
Dallas Mavericks,115,Minnesota Timberwolves,102,Away,2002,Dallas Mavericks
Los Angeles Lakers,92,Portland Trail Blazers,91,Away,2002,Los Angeles Lakers
Detroit Pistons,83,Toronto Raptors,89,Home,2002,Toronto Raptors
Sacramento Kings,91,Utah Jazz,86,Away,2002,Sacramento Kings
Charlotte Hornets,102,Orlando Magic,85,Away,2002,Charlotte Hornets
New Jersey Nets,74,Indiana Pacers,97,Home,2002,Indiana Pacers
Boston Celtics,81,Philadelphia 76ers,83,Home,2002,Philadelphia 76ers
San Antonio Spurs,79,Seattle SuperSonics,91,Home,2002,Seattle SuperSonics
Indiana Pacers,109,New Jersey Nets,120,Home,2002,New Jersey Nets
Toronto Raptors,82,Detroit Pistons,85,Home,2002,Detroit Pistons
Philadelphia 76ers,87,Boston Celtics,120,Home,2002,Boston Celtics
Seattle SuperSonics,78,San Antonio Spurs,101,Home,2002,San Antonio Spurs
Dallas Mavericks,91,Sacramento Kings,108,Home,2002,Sacramento Kings
Charlotte Hornets,93,New Jersey Nets,99,Home,2002,New Jersey Nets
Boston Celtics,84,Detroit Pistons,96,Home,2002,Detroit Pistons
San Antonio Spurs,80,Los Angeles Lakers,86,Home,2002,Los Angeles Lakers
Dallas Mavericks,110,Sacramento Kings,102,Away,2002,Dallas Mavericks
Charlotte Hornets,88,New Jersey Nets,102,Home,2002,New Jersey Nets
San Antonio Spurs,88,Los Angeles Lakers,85,Away,2002,San Antonio Spurs
Boston Celtics,85,Detroit Pistons,77,Away,2002,Boston Celtics
New Jersey Nets,97,Charlotte Hornets,115,Home,2002,Charlotte Hornets
Sacramento Kings,125,Dallas Mavericks,119,Away,2002,Sacramento Kings
Detroit Pistons,64,Boston Celtics,66,Home,2002,Boston Celtics
Los Angeles Lakers,99,San Antonio Spurs,89,Away,2002,Los Angeles Lakers
Sacramento Kings,115,Dallas Mavericks,113,Away,2002,Sacramento Kings
New Jersey Nets,89,Charlotte Hornets,79,Away,2002,New Jersey Nets
Detroit Pistons,79,Boston Celtics,90,Home,2002,Boston Celtics
Los Angeles Lakers,87,San Antonio Spurs,85,Away,2002,Los Angeles Lakers
Dallas Mavericks,101,Sacramento Kings,114,Home,2002,Sacramento Kings
Boston Celtics,90,Detroit Pistons,81,Away,2002,Boston Celtics
San Antonio Spurs,87,Los Angeles Lakers,93,Home,2002,Los Angeles Lakers
Charlotte Hornets,95,New Jersey Nets,103,Home,2002,New Jersey Nets
Los Angeles Lakers,106,Sacramento Kings,99,Away,2002,Los Angeles Lakers
Boston Celtics,97,New Jersey Nets,104,Home,2002,New Jersey Nets
Los Angeles Lakers,90,Sacramento Kings,96,Home,2002,Sacramento Kings
Boston Celtics,93,New Jersey Nets,86,Away,2002,Boston Celtics
Sacramento Kings,103,Los Angeles Lakers,90,Away,2002,Sacramento Kings
New Jersey Nets,90,Boston Celtics,94,Home,2002,Boston Celtics
Sacramento Kings,99,Los Angeles Lakers,100,Home,2002,Los Angeles Lakers
New Jersey Nets,94,Boston Celtics,92,Away,2002,New Jersey Nets
Los Angeles Lakers,91,Sacramento Kings,92,Home,2002,Sacramento Kings
Boston Celtics,92,New Jersey Nets,103,Home,2002,New Jersey Nets
New Jersey Nets,96,Boston Celtics,88,Away,2002,New Jersey Nets
Sacramento Kings,102,Los Angeles Lakers,106,Home,2002,Los Angeles Lakers
Los Angeles Lakers,112,Sacramento Kings,106,Away,2002,Los Angeles Lakers
New Jersey Nets,94,Los Angeles Lakers,99,Home,2002,Los Angeles Lakers
New Jersey Nets,83,Los Angeles Lakers,106,Home,2002,Los Angeles Lakers
Los Angeles Lakers,106,New Jersey Nets,103,Away,2002,Los Angeles Lakers
Los Angeles Lakers,113,New Jersey Nets,107,Away,2002,Los Angeles Lakers
Milwaukee Bucks,96,New Jersey Nets,109,Home,2003,New Jersey Nets
Boston Celtics,103,Indiana Pacers,100,Away,2003,Boston Celtics
Phoenix Suns,96,San Antonio Spurs,95,Away,2003,Phoenix Suns
Portland Trail Blazers,86,Dallas Mavericks,96,Home,2003,Dallas Mavericks
Utah Jazz,90,Sacramento Kings,96,Home,2003,Sacramento Kings
Orlando Magic,99,Detroit Pistons,94,Away,2003,Orlando Magic
Los Angeles Lakers,117,Minnesota Timberwolves,98,Away,2003,Los Angeles Lakers
New Orleans Hornets,90,Philadelphia 76ers,98,Home,2003,Philadelphia 76ers
Phoenix Suns,76,San Antonio Spurs,84,Home,2003,San Antonio Spurs
Boston Celtics,77,Indiana Pacers,89,Home,2003,Indiana Pacers
Utah Jazz,95,Sacramento Kings,108,Home,2003,Sacramento Kings
Milwaukee Bucks,88,New Jersey Nets,85,Away,2003,Milwaukee Bucks
Los Angeles Lakers,91,Minnesota Timberwolves,119,Home,2003,Minnesota Timberwolves
New Orleans Hornets,85,Philadelphia 76ers,90,Home,2003,Philadelphia 76ers
Orlando Magic,77,Detroit Pistons,89,Home,2003,Detroit Pistons
Portland Trail Blazers,99,Dallas Mavericks,103,Home,2003,Dallas Mavericks
Indiana Pacers,83,Boston Celtics,101,Home,2003,Boston Celtics
New Jersey Nets,103,Milwaukee Bucks,101,Away,2003,New Jersey Nets
Minnesota Timberwolves,114,Los Angeles Lakers,110,Away,2003,Minnesota Timberwolves
Detroit Pistons,80,Orlando Magic,89,Home,2003,Orlando Magic
San Antonio Spurs,99,Phoenix Suns,86,Away,2003,San Antonio Spurs
Dallas Mavericks,115,Portland Trail Blazers,103,Away,2003,Dallas Mavericks
New Jersey Nets,114,Milwaukee Bucks,119,Home,2003,Milwaukee Bucks
Philadelphia 76ers,85,New Orleans Hornets,99,Home,2003,New Orleans Hornets
Sacramento Kings,104,Utah Jazz,107,Home,2003,Utah Jazz
Indiana Pacers,92,Boston Celtics,102,Home,2003,Boston Celtics
Minnesota Timberwolves,97,Los Angeles Lakers,102,Home,2003,Los Angeles Lakers
Detroit Pistons,92,Orlando Magic,100,Home,2003,Orlando Magic
Dallas Mavericks,79,Portland Trail Blazers,98,Home,2003,Portland Trail Blazers
San Antonio Spurs,84,Phoenix Suns,86,Home,2003,Phoenix Suns
Philadelphia 76ers,96,New Orleans Hornets,87,Away,2003,Philadelphia 76ers
Sacramento Kings,99,Utah Jazz,82,Away,2003,Sacramento Kings
Phoenix Suns,82,San Antonio Spurs,94,Home,2003,San Antonio Spurs
Milwaukee Bucks,82,New Jersey Nets,89,Home,2003,New Jersey Nets
Los Angeles Lakers,120,Minnesota Timberwolves,90,Away,2003,Los Angeles Lakers
Boston Celtics,88,Indiana Pacers,93,Home,2003,Indiana Pacers
New Orleans Hornets,93,Philadelphia 76ers,91,Away,2003,New Orleans Hornets
Orlando Magic,67,Detroit Pistons,98,Home,2003,Detroit Pistons
Portland Trail Blazers,103,Dallas Mavericks,99,Away,2003,Portland Trail Blazers
Utah Jazz,91,Sacramento Kings,111,Home,2003,Sacramento Kings
Indiana Pacers,90,Boston Celtics,110,Home,2003,Boston Celtics
New Jersey Nets,113,Milwaukee Bucks,101,Away,2003,New Jersey Nets
San Antonio Spurs,87,Phoenix Suns,85,Away,2003,San Antonio Spurs
Minnesota Timberwolves,85,Los Angeles Lakers,101,Home,2003,Los Angeles Lakers
Detroit Pistons,103,Orlando Magic,88,Away,2003,Detroit Pistons
Philadelphia 76ers,107,New Orleans Hornets,103,Away,2003,Philadelphia 76ers
Dallas Mavericks,103,Portland Trail Blazers,125,Home,2003,Portland Trail Blazers
Orlando Magic,93,Detroit Pistons,108,Home,2003,Detroit Pistons
Portland Trail Blazers,95,Dallas Mavericks,107,Home,2003,Dallas Mavericks
Boston Celtics,93,New Jersey Nets,97,Home,2003,New Jersey Nets
Los Angeles Lakers,82,San Antonio Spurs,87,Home,2003,San Antonio Spurs
Philadelphia 76ers,87,Detroit Pistons,98,Home,2003,Detroit Pistons
Sacramento Kings,124,Dallas Mavericks,113,Away,2003,Sacramento Kings
Boston Celtics,95,New Jersey Nets,104,Home,2003,New Jersey Nets
Los Angeles Lakers,95,San Antonio Spurs,114,Home,2003,San Antonio Spurs
Philadelphia 76ers,97,Detroit Pistons,104,Home,2003,Detroit Pistons
Sacramento Kings,110,Dallas Mavericks,132,Home,2003,Dallas Mavericks
New Jersey Nets,94,Boston Celtics,76,Away,2003,New Jersey Nets
San Antonio Spurs,95,Los Angeles Lakers,110,Home,2003,Los Angeles Lakers
Detroit Pistons,83,Philadelphia 76ers,93,Home,2003,Philadelphia 76ers
Dallas Mavericks,141,Sacramento Kings,137,Away,2003,Dallas Mavericks
San Antonio Spurs,95,Los Angeles Lakers,99,Home,2003,Los Angeles Lakers
Detroit Pistons,82,Philadelphia 76ers,95,Home,2003,Philadelphia 76ers
Dallas Mavericks,83,Sacramento Kings,99,Home,2003,Sacramento Kings
New Jersey Nets,110,Boston Celtics,101,Away,2003,New Jersey Nets
Sacramento Kings,93,Dallas Mavericks,112,Home,2003,Dallas Mavericks
Los Angeles Lakers,94,San Antonio Spurs,96,Home,2003,San Antonio Spurs
Philadelphia 76ers,77,Detroit Pistons,78,Home,2003,Detroit Pistons
San Antonio Spurs,110,Los Angeles Lakers,82,Away,2003,San Antonio Spurs
Dallas Mavericks,109,Sacramento Kings,115,Home,2003,Sacramento Kings
Detroit Pistons,93,Philadelphia 76ers,89,Away,2003,Detroit Pistons
Sacramento Kings,99,Dallas Mavericks,112,Home,2003,Dallas Mavericks
New Jersey Nets,76,Detroit Pistons,74,Away,2003,New Jersey Nets
Dallas Mavericks,113,San Antonio Spurs,110,Away,2003,Dallas Mavericks
New Jersey Nets,88,Detroit Pistons,86,Away,2003,New Jersey Nets
Dallas Mavericks,106,San Antonio Spurs,119,Home,2003,San Antonio Spurs
Detroit Pistons,85,New Jersey Nets,97,Home,2003,New Jersey Nets
San Antonio Spurs,96,Dallas Mavericks,83,Away,2003,San Antonio Spurs
Detroit Pistons,82,New Jersey Nets,102,Home,2003,New Jersey Nets
San Antonio Spurs,102,Dallas Mavericks,95,Away,2003,San Antonio Spurs
Dallas Mavericks,103,San Antonio Spurs,91,Away,2003,Dallas Mavericks
San Antonio Spurs,90,Dallas Mavericks,78,Away,2003,San Antonio Spurs
New Jersey Nets,89,San Antonio Spurs,101,Home,2003,San Antonio Spurs
New Jersey Nets,87,San Antonio Spurs,85,Away,2003,New Jersey Nets
San Antonio Spurs,84,New Jersey Nets,79,Away,2003,San Antonio Spurs
San Antonio Spurs,76,New Jersey Nets,77,Home,2003,New Jersey Nets
San Antonio Spurs,93,New Jersey Nets,83,Away,2003,San Antonio Spurs
New Jersey Nets,77,San Antonio Spurs,88,Home,2003,San Antonio Spurs
Boston Celtics,88,Indiana Pacers,104,Home,2004,Indiana Pacers
New York Knicks,83,New Jersey Nets,107,Home,2004,New Jersey Nets
Memphis Grizzlies,74,San Antonio Spurs,98,Home,2004,San Antonio Spurs
Houston Rockets,71,Los Angeles Lakers,72,Home,2004,Los Angeles Lakers
Milwaukee Bucks,82,Detroit Pistons,108,Home,2004,Detroit Pistons
Dallas Mavericks,105,Sacramento Kings,116,Home,2004,Sacramento Kings
New Orleans Hornets,79,Miami Heat,81,Home,2004,Miami Heat
Denver Nuggets,92,Minnesota Timberwolves,106,Home,2004,Minnesota Timberwolves
Memphis Grizzlies,70,San Antonio Spurs,87,Home,2004,San Antonio Spurs
Houston Rockets,84,Los Angeles Lakers,98,Home,2004,Los Angeles Lakers
New York Knicks,81,New Jersey Nets,99,Home,2004,New Jersey Nets
Boston Celtics,90,Indiana Pacers,103,Home,2004,Indiana Pacers
Dallas Mavericks,79,Sacramento Kings,83,Home,2004,Sacramento Kings
Milwaukee Bucks,92,Detroit Pistons,88,Away,2004,Milwaukee Bucks
New Orleans Hornets,63,Miami Heat,93,Home,2004,Miami Heat
Denver Nuggets,81,Minnesota Timberwolves,95,Home,2004,Minnesota Timberwolves
New Jersey Nets,81,New York Knicks,78,Away,2004,New Jersey Nets
San Antonio Spurs,95,Memphis Grizzlies,93,Away,2004,San Antonio Spurs
Indiana Pacers,108,Boston Celtics,85,Away,2004,Indiana Pacers
Los Angeles Lakers,91,Houston Rockets,102,Home,2004,Houston Rockets
Miami Heat,71,New Orleans Hornets,77,Home,2004,New Orleans Hornets
Detroit Pistons,95,Milwaukee Bucks,85,Away,2004,Detroit Pistons
Sacramento Kings,79,Dallas Mavericks,104,Home,2004,Dallas Mavericks
Minnesota Timberwolves,86,Denver Nuggets,107,Home,2004,Denver Nuggets
Indiana Pacers,90,Boston Celtics,75,Away,2004,Indiana Pacers
Los Angeles Lakers,92,Houston Rockets,88,Away,2004,Los Angeles Lakers
New Jersey Nets,100,New York Knicks,94,Away,2004,New Jersey Nets
San Antonio Spurs,110,Memphis Grizzlies,97,Away,2004,San Antonio Spurs
Detroit Pistons,109,Milwaukee Bucks,92,Away,2004,Detroit Pistons
Sacramento Kings,94,Dallas Mavericks,92,Away,2004,Sacramento Kings
Miami Heat,85,New Orleans Hornets,96,Home,2004,New Orleans Hornets
Minnesota Timberwolves,84,Denver Nuggets,82,Away,2004,Minnesota Timberwolves
Houston Rockets,78,Los Angeles Lakers,97,Home,2004,Los Angeles Lakers
Milwaukee Bucks,77,Detroit Pistons,91,Home,2004,Detroit Pistons
Dallas Mavericks,118,Sacramento Kings,119,Home,2004,Sacramento Kings
New Orleans Hornets,83,Miami Heat,87,Home,2004,Miami Heat
Denver Nuggets,91,Minnesota Timberwolves,102,Home,2004,Minnesota Timberwolves
Miami Heat,83,New Orleans Hornets,89,Home,2004,New Orleans Hornets
Los Angeles Lakers,78,San Antonio Spurs,88,Home,2004,San Antonio Spurs
New Jersey Nets,56,Detroit Pistons,78,Home,2004,Detroit Pistons
New Orleans Hornets,77,Miami Heat,85,Home,2004,Miami Heat
Sacramento Kings,104,Minnesota Timberwolves,98,Away,2004,Sacramento Kings
Los Angeles Lakers,85,San Antonio Spurs,95,Home,2004,San Antonio Spurs
Miami Heat,81,Indiana Pacers,94,Home,2004,Indiana Pacers
New Jersey Nets,80,Detroit Pistons,95,Home,2004,Detroit Pistons
Miami Heat,80,Indiana Pacers,91,Home,2004,Indiana Pacers
Sacramento Kings,89,Minnesota Timberwolves,94,Home,2004,Minnesota Timberwolves
San Antonio Spurs,81,Los Angeles Lakers,105,Home,2004,Los Angeles Lakers
Detroit Pistons,64,New Jersey Nets,82,Home,2004,New Jersey Nets
Indiana Pacers,87,Miami Heat,94,Home,2004,Miami Heat
Minnesota Timberwolves,114,Sacramento Kings,113,Away,2004,Minnesota Timberwolves
Detroit Pistons,79,New Jersey Nets,94,Home,2004,New Jersey Nets
San Antonio Spurs,90,Los Angeles Lakers,98,Home,2004,Los Angeles Lakers
Indiana Pacers,88,Miami Heat,100,Home,2004,Miami Heat
Minnesota Timberwolves,81,Sacramento Kings,87,Home,2004,Sacramento Kings
Los Angeles Lakers,74,San Antonio Spurs,73,Away,2004,Los Angeles Lakers
New Jersey Nets,127,Detroit Pistons,120,Away,2004,New Jersey Nets
Sacramento Kings,74,Minnesota Timberwolves,86,Home,2004,Minnesota Timberwolves
Miami Heat,83,Indiana Pacers,94,Home,2004,Indiana Pacers
San Antonio Spurs,76,Los Angeles Lakers,88,Home,2004,Los Angeles Lakers
Minnesota Timberwolves,87,Sacramento Kings,104,Home,2004,Sacramento Kings
Detroit Pistons,81,New Jersey Nets,75,Away,2004,Detroit Pistons
Indiana Pacers,73,Miami Heat,70,Away,2004,Indiana Pacers
Sacramento Kings,80,Minnesota Timberwolves,83,Home,2004,Minnesota Timberwolves
New Jersey Nets,69,Detroit Pistons,90,Home,2004,Detroit Pistons
Los Angeles Lakers,97,Minnesota Timberwolves,88,Away,2004,Los Angeles Lakers
Detroit Pistons,74,Indiana Pacers,78,Home,2004,Indiana Pacers
Los Angeles Lakers,71,Minnesota Timberwolves,89,Home,2004,Minnesota Timberwolves
Detroit Pistons,72,Indiana Pacers,67,Away,2004,Detroit Pistons
Minnesota Timberwolves,89,Los Angeles Lakers,100,Home,2004,Los Angeles Lakers
Indiana Pacers,78,Detroit Pistons,85,Home,2004,Detroit Pistons
Minnesota Timberwolves,85,Los Angeles Lakers,92,Home,2004,Los Angeles Lakers
Indiana Pacers,83,Detroit Pistons,68,Away,2004,Indiana Pacers
Los Angeles Lakers,96,Minnesota Timberwolves,98,Home,2004,Minnesota Timberwolves
Detroit Pistons,83,Indiana Pacers,65,Away,2004,Detroit Pistons
Minnesota Timberwolves,90,Los Angeles Lakers,96,Home,2004,Los Angeles Lakers
Indiana Pacers,65,Detroit Pistons,69,Home,2004,Detroit Pistons
Detroit Pistons,87,Los Angeles Lakers,75,Away,2004,Detroit Pistons
Detroit Pistons,91,Los Angeles Lakers,99,Home,2004,Los Angeles Lakers
Los Angeles Lakers,68,Detroit Pistons,88,Home,2004,Detroit Pistons
Los Angeles Lakers,80,Detroit Pistons,88,Home,2004,Detroit Pistons
Los Angeles Lakers,87,Detroit Pistons,100,Home,2004,Detroit Pistons
Philadelphia 76ers,85,Detroit Pistons,106,Home,2005,Detroit Pistons
Houston Rockets,98,Dallas Mavericks,86,Away,2005,Houston Rockets
Indiana Pacers,82,Boston Celtics,102,Home,2005,Boston Celtics
Sacramento Kings,82,Seattle SuperSonics,87,Home,2005,Seattle SuperSonics
New Jersey Nets,98,Miami Heat,116,Home,2005,Miami Heat
Washington Wizards,94,Chicago Bulls,103,Home,2005,Chicago Bulls
Denver Nuggets,93,San Antonio Spurs,87,Away,2005,Denver Nuggets
Memphis Grizzlies,103,Phoenix Suns,114,Home,2005,Phoenix Suns
Indiana Pacers,82,Boston Celtics,79,Away,2005,Indiana Pacers
Houston Rockets,113,Dallas Mavericks,111,Away,2005,Houston Rockets
Philadelphia 76ers,84,Detroit Pistons,99,Home,2005,Detroit Pistons
New Jersey Nets,87,Miami Heat,104,Home,2005,Miami Heat
Sacramento Kings,93,Seattle SuperSonics,105,Home,2005,Seattle SuperSonics
Denver Nuggets,76,San Antonio Spurs,104,Home,2005,San Antonio Spurs
Washington Wizards,103,Chicago Bulls,113,Home,2005,Chicago Bulls
Memphis Grizzlies,103,Phoenix Suns,108,Home,2005,Phoenix Suns
Miami Heat,108,New Jersey Nets,105,Away,2005,Miami Heat
Boston Celtics,76,Indiana Pacers,99,Home,2005,Indiana Pacers
Dallas Mavericks,106,Houston Rockets,102,Away,2005,Dallas Mavericks
Detroit Pistons,104,Philadelphia 76ers,115,Home,2005,Philadelphia 76ers
Phoenix Suns,110,Memphis Grizzlies,90,Away,2005,Phoenix Suns
Seattle SuperSonics,104,Sacramento Kings,116,Home,2005,Sacramento Kings
Chicago Bulls,99,Washington Wizards,117,Home,2005,Washington Wizards
Dallas Mavericks,97,Houston Rockets,93,Away,2005,Dallas Mavericks
Boston Celtics,110,Indiana Pacers,79,Away,2005,Boston Celtics
San Antonio Spurs,86,Denver Nuggets,78,Away,2005,San Antonio Spurs
Detroit Pistons,97,Philadelphia 76ers,92,Away,2005,Detroit Pistons
Miami Heat,110,New Jersey Nets,97,Away,2005,Miami Heat
Phoenix Suns,123,Memphis Grizzlies,115,Away,2005,Phoenix Suns
Seattle SuperSonics,115,Sacramento Kings,102,Away,2005,Seattle SuperSonics
Chicago Bulls,99,Washington Wizards,106,Home,2005,Washington Wizards
Houston Rockets,100,Dallas Mavericks,103,Home,2005,Dallas Mavericks
San Antonio Spurs,126,Denver Nuggets,115,Away,2005,San Antonio Spurs
Indiana Pacers,90,Boston Celtics,85,Away,2005,Indiana Pacers
Philadelphia 76ers,78,Detroit Pistons,88,Home,2005,Detroit Pistons
Sacramento Kings,118,Seattle SuperSonics,122,Home,2005,Seattle SuperSonics
Washington Wizards,112,Chicago Bulls,110,Away,2005,Washington Wizards
Denver Nuggets,89,San Antonio Spurs,99,Home,2005,San Antonio Spurs
Boston Celtics,92,Indiana Pacers,89,Away,2005,Boston Celtics
Dallas Mavericks,83,Houston Rockets,101,Home,2005,Houston Rockets
Chicago Bulls,91,Washington Wizards,94,Home,2005,Washington Wizards
Indiana Pacers,97,Boston Celtics,70,Away,2005,Indiana Pacers
Houston Rockets,76,Dallas Mavericks,116,Home,2005,Dallas Mavericks
Washington Wizards,86,Miami Heat,105,Home,2005,Miami Heat
Seattle SuperSonics,81,San Antonio Spurs,103,Home,2005,San Antonio Spurs
Indiana Pacers,81,Detroit Pistons,96,Home,2005,Detroit Pistons
Dallas Mavericks,102,Phoenix Suns,127,Home,2005,Phoenix Suns
Washington Wizards,102,Miami Heat,108,Home,2005,Miami Heat
Seattle SuperSonics,91,San Antonio Spurs,108,Home,2005,San Antonio Spurs
Indiana Pacers,92,Detroit Pistons,83,Away,2005,Indiana Pacers
Dallas Mavericks,108,Phoenix Suns,106,Away,2005,Dallas Mavericks
Miami Heat,102,Washington Wizards,95,Away,2005,Miami Heat
San Antonio Spurs,91,Seattle SuperSonics,92,Home,2005,Seattle SuperSonics
Detroit Pistons,74,Indiana Pacers,79,Home,2005,Indiana Pacers
Phoenix Suns,119,Dallas Mavericks,102,Away,2005,Phoenix Suns
Miami Heat,99,Washington Wizards,95,Away,2005,Miami Heat
Detroit Pistons,89,Indiana Pacers,76,Away,2005,Detroit Pistons
San Antonio Spurs,89,Seattle SuperSonics,101,Home,2005,Seattle SuperSonics
Phoenix Suns,109,Dallas Mavericks,119,Home,2005,Dallas Mavericks
Indiana Pacers,67,Detroit Pistons,86,Home,2005,Detroit Pistons
Seattle SuperSonics,90,San Antonio Spurs,103,Home,2005,San Antonio Spurs
Dallas Mavericks,108,Phoenix Suns,114,Home,2005,Phoenix Suns
Detroit Pistons,88,Indiana Pacers,79,Away,2005,Detroit Pistons
San Antonio Spurs,98,Seattle SuperSonics,96,Away,2005,San Antonio Spurs
Phoenix Suns,130,Dallas Mavericks,126,Away,2005,Phoenix Suns
San Antonio Spurs,121,Phoenix Suns,114,Away,2005,San Antonio Spurs
Detroit Pistons,90,Miami Heat,81,Away,2005,Detroit Pistons
San Antonio Spurs,111,Phoenix Suns,108,Away,2005,San Antonio Spurs
Detroit Pistons,86,Miami Heat,92,Home,2005,Miami Heat
Phoenix Suns,92,San Antonio Spurs,102,Home,2005,San Antonio Spurs
Miami Heat,113,Detroit Pistons,104,Away,2005,Miami Heat
Phoenix Suns,111,San Antonio Spurs,106,Away,2005,Phoenix Suns
Miami Heat,96,Detroit Pistons,106,Home,2005,Detroit Pistons
San Antonio Spurs,101,Phoenix Suns,95,Away,2005,San Antonio Spurs
Detroit Pistons,76,Miami Heat,88,Home,2005,Miami Heat
Miami Heat,66,Detroit Pistons,91,Home,2005,Detroit Pistons
Detroit Pistons,88,Miami Heat,82,Away,2005,Detroit Pistons
Detroit Pistons,69,San Antonio Spurs,84,Home,2005,San Antonio Spurs
Detroit Pistons,76,San Antonio Spurs,97,Home,2005,San Antonio Spurs
San Antonio Spurs,79,Detroit Pistons,96,Home,2005,Detroit Pistons
San Antonio Spurs,71,Detroit Pistons,102,Home,2005,Detroit Pistons
San Antonio Spurs,96,Detroit Pistons,95,Away,2005,San Antonio Spurs
Detroit Pistons,95,San Antonio Spurs,86,Away,2005,Detroit Pistons
Detroit Pistons,74,San Antonio Spurs,81,Home,2005,San Antonio Spurs
Washington Wizards,86,Cleveland Cavaliers,97,Home,2006,Cleveland Cavaliers
Sacramento Kings,88,San Antonio Spurs,122,Home,2006,San Antonio Spurs
Chicago Bulls,106,Miami Heat,111,Home,2006,Miami Heat
Denver Nuggets,87,Los Angeles Clippers,89,Home,2006,Los Angeles Clippers
Indiana Pacers,90,New Jersey Nets,88,Away,2006,Indiana Pacers
Los Angeles Lakers,102,Phoenix Suns,107,Home,2006,Phoenix Suns
Milwaukee Bucks,74,Detroit Pistons,92,Home,2006,Detroit Pistons
Memphis Grizzlies,93,Dallas Mavericks,103,Home,2006,Dallas Mavericks
Chicago Bulls,108,Miami Heat,115,Home,2006,Miami Heat
Denver Nuggets,87,Los Angeles Clippers,98,Home,2006,Los Angeles Clippers
Washington Wizards,89,Cleveland Cavaliers,84,Away,2006,Washington Wizards
Indiana Pacers,75,New Jersey Nets,90,Home,2006,New Jersey Nets
Sacramento Kings,119,San Antonio Spurs,128,Home,2006,San Antonio Spurs
Milwaukee Bucks,98,Detroit Pistons,109,Home,2006,Detroit Pistons
Memphis Grizzlies,79,Dallas Mavericks,94,Home,2006,Dallas Mavericks
Los Angeles Lakers,99,Phoenix Suns,93,Away,2006,Los Angeles Lakers
New Jersey Nets,95,Indiana Pacers,107,Home,2006,Indiana Pacers
Miami Heat,90,Chicago Bulls,109,Home,2006,Chicago Bulls
Los Angeles Clippers,87,Denver Nuggets,94,Home,2006,Denver Nuggets
Cleveland Cavaliers,97,Washington Wizards,96,Away,2006,Cleveland Cavaliers
San Antonio Spurs,93,Sacramento Kings,94,Home,2006,Sacramento Kings
Phoenix Suns,92,Los Angeles Lakers,99,Home,2006,Los Angeles Lakers
New Jersey Nets,97,Indiana Pacers,88,Away,2006,New Jersey Nets
Dallas Mavericks,94,Memphis Grizzlies,89,Away,2006,Dallas Mavericks
Detroit Pistons,104,Milwaukee Bucks,124,Home,2006,Milwaukee Bucks
Los Angeles Clippers,100,Denver Nuggets,86,Away,2006,Los Angeles Clippers
Miami Heat,87,Chicago Bulls,93,Home,2006,Chicago Bulls
Phoenix Suns,98,Los Angeles Lakers,99,Home,2006,Los Angeles Lakers
Cleveland Cavaliers,96,Washington Wizards,106,Home,2006,Washington Wizards
San Antonio Spurs,84,Sacramento Kings,102,Home,2006,Sacramento Kings
Dallas Mavericks,102,Memphis Grizzlies,76,Away,2006,Dallas Mavericks
Detroit Pistons,109,Milwaukee Bucks,99,Away,2006,Detroit Pistons
Denver Nuggets,83,Los Angeles Clippers,101,Home,2006,Los Angeles Clippers
Indiana Pacers,86,New Jersey Nets,92,Home,2006,New Jersey Nets
Chicago Bulls,78,Miami Heat,92,Home,2006,Miami Heat
Sacramento Kings,98,San Antonio Spurs,109,Home,2006,San Antonio Spurs
Los Angeles Lakers,97,Phoenix Suns,114,Home,2006,Phoenix Suns
Milwaukee Bucks,93,Detroit Pistons,122,Home,2006,Detroit Pistons
Washington Wizards,120,Cleveland Cavaliers,121,Home,2006,Cleveland Cavaliers
New Jersey Nets,96,Indiana Pacers,90,Away,2006,New Jersey Nets
Miami Heat,113,Chicago Bulls,96,Away,2006,Miami Heat
Phoenix Suns,126,Los Angeles Lakers,118,Away,2006,Phoenix Suns
Cleveland Cavaliers,114,Washington Wizards,113,Away,2006,Cleveland Cavaliers
San Antonio Spurs,105,Sacramento Kings,83,Away,2006,San Antonio Spurs
Los Angeles Lakers,90,Phoenix Suns,121,Home,2006,Phoenix Suns
Dallas Mavericks,85,San Antonio Spurs,87,Home,2006,San Antonio Spurs
Cleveland Cavaliers,86,Detroit Pistons,113,Home,2006,Detroit Pistons
New Jersey Nets,100,Miami Heat,88,Away,2006,New Jersey Nets
Los Angeles Clippers,123,Phoenix Suns,130,Home,2006,Phoenix Suns
Cleveland Cavaliers,91,Detroit Pistons,97,Home,2006,Detroit Pistons
Dallas Mavericks,113,San Antonio Spurs,91,Away,2006,Dallas Mavericks
New Jersey Nets,89,Miami Heat,111,Home,2006,Miami Heat
